query_id	dada2_species	dada2_lineage
1c74e791b5961f58aa99336b9ba662eb	Neisseria flava	34026 482 481 206351 28216 1224 2 131567 
1c7d19b6fd7aea6012bfe8264140b1c0	Paracoccus marinus	288426 265 31989 204455 28211 1224 2 131567 
1cdb1d7fb9ec228838698257eea559c8	Aeromicrobium ginsengisoli	363867 2040 85015 85009 1760 201174 1783272 2 131567 
1d3a4cc78507b431acf341eb134abfc9	Fusobacterium nucleatum	851 848 203492 203491 203490 32066 2 131567 
1d3ed1916181772b4d1595dfd4822fd3	Selenomonas noxia	135083 970 1843491 909929 909932 1239 1783272 2 131567 
1de594477eb9fdd619c7210cefbc61b1	Massilia timonae	47229 149698 2895353 75682 80840 28216 1224 2 131567 
1dfe5e4061be51a6076d8b5430bce15e	Haemophilus haemolyticus	726 724 712 135625 1236 1224 2 131567 
1e3d8869c2b2a382f3c59bc6c29d2abc	Meiothermus silvanus	52022 65551 188786 68933 188787 1297 1783272 2 131567 
1f928909e574041798349ab07bf11792	Streptococcus mitis	28037 1301 1300 186826 91061 1239 1783272 2 131567 
1feeb569d903e561ca1824ff0a9bbb88	Selenomonas dianae	135079 970 1843491 909929 909932 1239 1783272 2 131567 
1ff7724f404efdffde89049ba7b44326	Moraxella nonliquefaciens	478 475 468 2887326 1236 1224 2 131567 
200d7a7a821ad6587f2003b57d243b75	Acidovorax temperans	80878 12916 80864 80840 28216 1224 2 131567 
2060d0eea02c252fb3653d3a399f96a1	Acidipropionibacterium thoenii	1751 1912215 31957 85009 1760 201174 1783272 2 131567 
207555b6328771fcf769cd7085a7f565	Prevotella multiformis	282402 838 171552 171549 200643 976 68336 1783270 2 131567 
209c049362cb161c7fc7d0343fab352f	Corynebacterium durum	61592 1716 1653 85007 1760 201174 1783272 2 131567 
209cf516bfa712d02ccdf1d27e974d11	Gordonia sputi	36823 2053 85026 85007 1760 201174 1783272 2 131567 
20a32508570459be126fb44103f321c6	Alloprevotella tannerae	76122 1283313 171552 171549 200643 976 68336 1783270 2 131567 
210a6a58a1457b2a039e60218d4f3c37	Weissella confusa	1583 46255 33958 186826 91061 1239 1783272 2 131567 
21d3dcccb247f965bac111e0cf850425	Porphyromonas endodontalis	28124 836 171551 171549 200643 976 68336 1783270 2 131567 
21f037fbded9363a20bf9ffedd3573ff	Corynebacterium segmentosum	43990 1716 1653 85007 1760 201174 1783272 2 131567 
2205db0479ea48b4a3be7366626533c0	Streptococcus parasanguinis	1318 1301 1300 186826 91061 1239 1783272 2 131567 
2224f646f5e62b777615c147eff3a5f8	Fusobacterium nucleatum	851 848 203492 203491 203490 32066 2 131567 
225276dea322aac391f681c48bead6b9	Capnocytophaga granulosa	45242 1016 49546 200644 117743 976 68336 1783270 2 131567 
2267eba0ccfd3ae9ada4757b57055f08	Geobacillus thermodenitrificans	33940 129337 186817 1385 91061 1239 1783272 2 131567 
228fe6e7694afd353c33e4c038d4b5d1	Devosia riboflavina	46914 46913 2831106 356 28211 1224 2 131567 
22bfa251b3c7931381fc39715c7881cb	Prevotella saccharolytica	633701 838 171552 171549 200643 976 68336 1783270 2 131567 
2344867e873340b34ecbc3059c6ad063	Arthrobacter globiformis	1665 1663 1268 85006 1760 201174 1783272 2 131567 
237701dd3ba7032dea98f40c14c1a371	Myroides odoratus	256 76831 49546 200644 117743 976 68336 1783270 2 131567 
238f5a7fd7bb8c43e89d90a06f9c81cf	Parvimonas micra	33033 543311 1570339 1737405 1737404 1239 1783272 2 131567 
239cb7010d2b00a960dd918ae7ce2d96	Granulicatella elegans	137732 117563 186828 186826 91061 1239 1783272 2 131567 
23e1fd65f379b1b4ddf7e02dab4cd1a1	Corynebacterium imitans	156978 1716 1653 85007 1760 201174 1783272 2 131567 
23eae49fbb2ab2bf2b72273d4632fa46	Exiguobacterium aurantiacum	33987 33986 539742 539002 1385 91061 1239 1783272 2 131567 
24761f7c91fda1c3c7347b78947beb40	Lactobacillus jensenii	109790 1578 33958 186826 91061 1239 1783272 2 131567 
24795cd6e65ca96b6ea1c233041850b8	Kingella denitrificans	502 32257 481 206351 28216 1224 2 131567 
2479befabfe296d594bae4c6ad7a3b40	Pseudomonas rhizosphaerae	216142 286 135621 72274 1236 1224 2 131567 
248aebc2e0e707a527b82dc5ebc6f974	Agrobacterium larrymoorei	160699 357 227290 82115 356 28211 1224 2 131567 
24a32e31cd5bdefd3e0719bdfd759619	Streptococcus cristatus	45634 1301 1300 186826 91061 1239 1783272 2 131567 
24ddf0b0dbfa33df49c970ac151b9772	Actinomyces gerencseriae	52769 1654 2049 2037 1760 201174 1783272 2 131567 
2535d2c08c1c684504a72e9f260e1426	Gemella haemolysans	1379 1378 539738 539002 1385 91061 1239 1783272 2 131567 
260e29e353b6bed16bac0685e5a6b4c4	Sphingopyxis macrogoltabida	33050 165697 41297 204457 28211 1224 2 131567 
261183f5077b0248d7fc7d60a25d69e9	Streptococcus mitis	28037 1301 1300 186826 91061 1239 1783272 2 131567 
26374fbc6b1c508828552f482b044a42	Microbacterium testaceum	2033 33882 85023 85006 1760 201174 1783272 2 131567 
270574b75e1fb1693391e0c1848eb135	Streptococcus anginosus	1328 671232 1301 1300 186826 91061 1239 1783272 2 131567 
274f30a1a148bf18340175dbf12c8945	Nocardioides nanhaiensis	1476871 1839 85015 85009 1760 201174 1783272 2 131567 
277156b98182ed2c3b24b76da56d87c9	Porphyromonas canoris	36875 836 171551 171549 200643 976 68336 1783270 2 131567 
2829c4122f24c08ea8038c55c03a78fb	Anaeroglobus geminatus	156456 156454 31977 1843489 909932 1239 1783272 2 131567 
28816872b9238fd2195ffde211140676	Streptococcus dysgalactiae	1334 119603 1301 1300 186826 91061 1239 1783272 2 131567 
28a3806cca6eae33c67df5ac12960a68	Bacillus arbutinivorans	209458 1386 186817 1385 91061 1239 1783272 2 131567 
28aa336f2077fd2c90276ee46dd9388e	Streptomyces thermodiastaticus	44061 1883 2062 85011 1760 201174 1783272 2 131567 
2950bb4d18a07c316ae2a7d15358b39d	Streptococcus gordonii	1302 1301 1300 186826 91061 1239 1783272 2 131567 
297ff8b4978eb53db31e0137a6cc2770	Schaalia odontolytica	1660 2529408 2049 2037 1760 201174 1783272 2 131567 
29880bbcc0194335c359de83d0a2a74e	Abiotrophia defectiva	46125 46123 186827 186826 91061 1239 1783272 2 131567 
2a39ee326fe2a2fa9da7ad2417291deb	Acinetobacter radioresistens	40216 469 468 2887326 1236 1224 2 131567 
2a532e01f454605114d136e0753591df	Clostridium perfringens	1502 1485 31979 186802 186801 1239 1783272 2 131567 
2a5412c7e6bd8181b68e7452925a99fd	Prevotella oralis	28134 838 171552 171549 200643 976 68336 1783270 2 131567 
2a69ec1671d1a2920901fb9d7e22b9be	Capnocytophaga gingivalis	1017 1016 49546 200644 117743 976 68336 1783270 2 131567 
2b424163aab41df307cd7113f7b7660a	Aureimonas altamirensis	370622 414371 255475 356 28211 1224 2 131567 
2bb5bee2d1959d69a8c64a4660b7e310	Diaphorobacter nitroreducens	164759 238749 80864 80840 28216 1224 2 131567 
2bca58651f86dbb09a64d28c85301c4b	Corynebacterium aurimucosum	169292 1716 1653 85007 1760 201174 1783272 2 131567 
2be7daf539a1856aa833d10610f4980f	Staphylococcus hominis	1290 1279 90964 1385 91061 1239 1783272 2 131567 
2d212461c47b8c6292fc9833e2773fa4	Lactobacillus helveticus	1587 1578 33958 186826 91061 1239 1783272 2 131567 
2d4f7b413c816c40f429c27eec6d425c	Acinetobacter radioresistens	40216 469 468 2887326 1236 1224 2 131567 
2d671f2f00ac48c15a44d92c4e249b2c	Anaeroglobus geminatus	156456 156454 31977 1843489 909932 1239 1783272 2 131567 
2d72dc913810e969c2eb8be434f68891	Anaeroglobus geminatus	156456 156454 31977 1843489 909932 1239 1783272 2 131567 
2d8dd1589ae4406119161aaca6aa0817	Lancefieldella rimae	1383 2767353 1643824 84999 84998 201174 1783272 2 131567 
2d9cc262a82a6c17f4876360cfbb076e	Paenisporosarcina quisquiliarum	365346 651660 186818 1385 91061 1239 1783272 2 131567 
2db9389beb85d732d3c3d6ff16df1b47	Campylobacter showae	204 194 72294 213849 29547 68525 1224 2 131567 
2e0eab7c92035c2db39f069e30afc3a5	Enhydrobacter aerosaccus	225324 212791 119042 356 28211 1224 2 131567 
2e2dbeb3ce7152c8ee30b764149fcca7	Flavobacterium piscis	1114874 237 49546 200644 117743 976 68336 1783270 2 131567 
2e2e161038e4ecab74a1f68f3d42b555	Granulicatella elegans	137732 117563 186828 186826 91061 1239 1783272 2 131567 
2e713707b9cdd302aaa5bbf2410ad6ed	Stenotrophomonas maltophilia	40324 995085 40323 32033 135614 1236 1224 2 131567 
2e7a5627539351d24144922aaed0c9f0	Sphingobium yanoikuyae	13690 165695 41297 204457 28211 1224 2 131567 
2ebcfab4877f41244b5fbb4177f729c8	Veillonella parvula	29466 29465 31977 1843489 909932 1239 1783272 2 131567 
2ec650b902d4a9e116c51b5983cc4de2	Acinetobacter septicus	465797 469 468 2887326 1236 1224 2 131567 
2ed5cc322b8e2066041193b7d8613fd1	Gordonia sputi	36823 2053 85026 85007 1760 201174 1783272 2 131567 
2f539ff6b8f442d44b2127fdf7805e5b	Porphyromonas gingivalis	837 836 171551 171549 200643 976 68336 1783270 2 131567 
2f60fcac653101bd6cf3c8c26a90894b	Leucobacter komagatae	55969 55968 85023 85006 1760 201174 1783272 2 131567 
2f7b87f60285f051f2171cd71dd5fbc7	Megasphaera micronuciformis	187326 906 31977 1843489 909932 1239 1783272 2 131567 
301288e100bcd8f41c41058471c196cc	Prevotella oris	28135 838 171552 171549 200643 976 68336 1783270 2 131567 
308190d171c353fe5cd5861d3593726e	Capnocytophaga gingivalis	1017 1016 49546 200644 117743 976 68336 1783270 2 131567 
30e29c913240444bfbcd037a116b9adc	Gordonia polyisoprenivorans	84595 2053 85026 85007 1760 201174 1783272 2 131567 
30ef8794d1fe94401a2fe5b10d7330b9	Citrobacter koseri	545 544 543 91347 1236 1224 2 131567 
3105e058e6b0e1ad1ef21796e0f45cde	Brevibacterium paucivorans	170994 1696 85019 85006 1760 201174 1783272 2 131567 
31cc1fba416ab8ded2fd6d8aa2573ba7	Fusobacterium periodonticum	860 848 203492 203491 203490 32066 2 131567 
3252dcee92924862ada0a8787e332baa	Clavibacter michiganensis	28447 1573 85023 85006 1760 201174 1783272 2 131567 
326d15f9d56078f3cb6cbb2b031ba5f3	Streptococcus pneumoniae	1313 1301 1300 186826 91061 1239 1783272 2 131567 
328af39bb1e746071317fc3e3638b0e3	Duganella zoogloeoides	75659 75654 2895353 75682 80840 28216 1224 2 131567 
32b3fcaf2fae1b62615c69c79c68b597	Massilia aurea	373040 149698 2895353 75682 80840 28216 1224 2 131567 
32c75a07d686696853b6d9a12818aae1	Rothia amarae	169480 32207 1268 85006 1760 201174 1783272 2 131567 
32fd30c7382ed79f48148e9d36598ee8	Propionibacterium acidifaciens	556499 1743 31957 85009 1760 201174 1783272 2 131567 
33cb49a04af11988ce6d8c69e783fcfc	Neisseria lactamica	486 482 481 206351 28216 1224 2 131567 
341c4b926a5e1fa24dc8027ef1e06430	Carnobacterium maltaromaticum	2751 2747 186828 186826 91061 1239 1783272 2 131567 
348e73c895c3a265e20f79c57365d038	Granulicatella elegans	137732 117563 186828 186826 91061 1239 1783272 2 131567 
34bfa46cecbfb9b674f2300bba597d20	Methylobacterium brachiatum	269660 407 119045 356 28211 1224 2 131567 
3583eaceb25c9574b6c6496ee34b86e3	Streptococcus cristatus	45634 1301 1300 186826 91061 1239 1783272 2 131567 
35909b0172db11e681ff4f0842c6f521	Brevundimonas vesicularis	41276 41275 76892 204458 28211 1224 2 131567 
35d331c17cebe456f83a1339ca970f9a	Eikenella corrodens	539 538 481 206351 28216 1224 2 131567 
35ea16f6f0a814135a095d316614a1b7	Corynebacterium riegelii	156976 1716 1653 85007 1760 201174 1783272 2 131567 
36db1d69e1c35ba265870b7d7078f032	Clavibacter michiganensis	28447 1573 85023 85006 1760 201174 1783272 2 131567 
37d2dac296d489f08bd998da1a90d42b	Chryseobacterium taklimakanense	536441 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
385f2a2b4ebdf3e5a3e68ad9acbbbe79	Glutamicibacter nicotianae	37929 1742989 1268 85006 1760 201174 1783272 2 131567 
386e8c0d5712c987887d38ec5c0cb75d	Frigoribacterium faeni	145483 96492 85023 85006 1760 201174 1783272 2 131567 
38c4c7380655bfed9a09c47d3c74892a	Streptococcus australis	113107 1301 1300 186826 91061 1239 1783272 2 131567 
38d34da297fa82bc0a4b7e6d8c69dcd4	Mycoplasma salivarium	2124 2093 2092 2085 31969 544448 1783272 2 131567 
38f33cf3c8e66185c3e91aa40395c74a	Methylorubrum rhodesianum	29427 2282523 119045 356 28211 1224 2 131567 
3922b7e879d4ef792bff32cf6897879a	Corynebacterium jeikeium	38289 1716 1653 85007 1760 201174 1783272 2 131567 
39ec57e5b8bf6fcba4ff4d4f456c2347	Fervidobacterium nodosum	2424 2422 1643950 2419 188708 200918 2 131567 
39f1bce14980dd8bc944c9baf0ba2f77	Haemophilus haemolyticus	726 724 712 135625 1236 1224 2 131567 
39f49ec8afa89b9db3fb39a911736ba8	Microbacterium imperiale	33884 33882 85023 85006 1760 201174 1783272 2 131567 
3a3dd360d74c5ac99067ff826117dad3	Neisseria oralis	1107316 482 481 206351 28216 1224 2 131567 
3a3f1420e75795d5b82c98c67d61038e	Porphyromonas endodontalis	28124 836 171551 171549 200643 976 68336 1783270 2 131567 
3a88e2e1ae4b8c0bd5e3a327a51766cb	Prevotella melaninogenica	28132 838 171552 171549 200643 976 68336 1783270 2 131567 
3ae5528e2af8f1b9e5fbed15f90b26c2	Abiotrophia defectiva	46125 46123 186827 186826 91061 1239 1783272 2 131567 
3b01f2f456791f2dcfceb0d85f5a4761	Zhizhongheella caldifontis	1452508 1649514 80864 80840 28216 1224 2 131567 
3b4d0bce5a7eb9a223239fd0c388f68a	Lactobacillus johnsonii	33959 1578 33958 186826 91061 1239 1783272 2 131567 
3b9e9b1b28a17e7e32bf8fcaee1b11b5	Microbacterium flavescens	69366 33882 85023 85006 1760 201174 1783272 2 131567 
3bb006bb8e865bbe27b6c85f777bd654	Fusobacterium nucleatum	851 848 203492 203491 203490 32066 2 131567 
3c4b9987cff1da6cd5582facab9bc29d	Neisseria flava	34026 482 481 206351 28216 1224 2 131567 
3d10f14fa3edc411393e4b118aab9ea4	Megasphaera micronuciformis	187326 906 31977 1843489 909932 1239 1783272 2 131567 
3d531ab6f18a606dcae8250dc8221423	Acetobacter orientalis	146474 434 433 204441 28211 1224 2 131567 
3d77665e200462c38a6b282a5e00d31d	Modestobacter muralis	1608614 88138 85030 1643682 1760 201174 1783272 2 131567 
3d8159d636b4e56cd1fb3fe937a1d122	Neisseria flava	34026 482 481 206351 28216 1224 2 131567 
3dcb4e16afb918ca15fd223ba3328d1c	Streptococcus gordonii	1302 1301 1300 186826 91061 1239 1783272 2 131567 
3e6d5def261a20594ae54a26b8eee6ad	Allobaculum stercoricanis	174709 174708 128827 526525 526524 1239 1783272 2 131567 
3ebda40b83bfb7d94da1a40833cddce7	Streptococcus sanguinis	1305 1301 1300 186826 91061 1239 1783272 2 131567 
3f48624cee913cd2fb1340447b80da3e	Brevibacterium casei	33889 1696 85019 85006 1760 201174 1783272 2 131567 
3f9c50a3d0aa0ff146b3e95129f63fac	Corynebacterium thomssenii	62629 1716 1653 85007 1760 201174 1783272 2 131567 
3fc47b79ce0eae455206beccf50f45ca	Sphingomonas taxi	1549858 13687 41297 204457 28211 1224 2 131567 
3fe127632840efe1c7da743cfbd460d2	Actinomyces naeslundii	1655 1654 2049 2037 1760 201174 1783272 2 131567 
401f0f7d03e3f3a03ec187ce44c67268	Capnocytophaga gingivalis	1017 1016 49546 200644 117743 976 68336 1783270 2 131567 
4036d7d073679e836ef1fe245f32446f	Pelomonas saccharophila	304 335058 80864 80840 28216 1224 2 131567 
40ecae5b50cb10246cb8d644a593ea4c	Ralstonia mannitolilytica	105219 48736 119060 80840 28216 1224 2 131567 
4114afb11ad1cbcee6f6794fbb560636	Lactobacillus johnsonii	33959 1578 33958 186826 91061 1239 1783272 2 131567 
418922bd49564d36f8a8563e745a77f6	Corynebacterium simulans	146827 1716 1653 85007 1760 201174 1783272 2 131567 
419573152be5b43f69b7d1f58f3e7694	Veillonella parvula	29466 29465 31977 1843489 909932 1239 1783272 2 131567 
41eae71036a80cbfbae65ca07f69dab9	Granulicatella adiacens	46124 117563 186828 186826 91061 1239 1783272 2 131567 
41fe7fde7c8ea255d4a0c2bf3bb91d22	Kocuria rosea	1275 57493 1268 85006 1760 201174 1783272 2 131567 
4208e6c633a567eb69433b9a700f2648	Streptococcus mitis	28037 1301 1300 186826 91061 1239 1783272 2 131567 
436c024ae93afb027fb9c2f9164c683e	Devosia insulae	408174 46913 2831106 356 28211 1224 2 131567 
4376c826fea6398fb369e735289bffb1	Glutamicibacter arilaitensis	256701 1742989 1268 85006 1760 201174 1783272 2 131567 
43d0c78b2f6e65fc3c38bf3425f8ed15	Paracoccus panacisoli	1510163 265 31989 204455 28211 1224 2 131567 
43f3e722da6813e7a775393ad52ba4c4	Selenomonas sputigena	69823 970 1843491 909929 909932 1239 1783272 2 131567 
440ff699edcc0146d497fca942ef0f4e	Veillonella parvula	29466 29465 31977 1843489 909932 1239 1783272 2 131567 
4445a7934c3d2ba002d0265ef5686b48	Varibaculum cambriense	184870 184869 2049 2037 1760 201174 1783272 2 131567 
444febe188b2880ce05880372b4613f8	Daeguia caeni	439612 457476 118882 356 28211 1224 2 131567 
445ba4c64d89d0f2d98413a7af9fbace	Streptococcus sanguinis	1305 1301 1300 186826 91061 1239 1783272 2 131567 
449177bbd8f84f988492809ec57ac644	Methylobacterium hispanicum	270350 407 119045 356 28211 1224 2 131567 
44aeb0e8af7dc7f0ce5eb48b783b2330	Comamonas aquatica	225991 283 80864 80840 28216 1224 2 131567 
44d95b3a5bf8409ca20218c391c1b57b	Veillonella parvula	29466 29465 31977 1843489 909932 1239 1783272 2 131567 
4566d0831e2512d24022bd4803ba628d	Bacillus subtilis	1423 653685 1386 186817 1385 91061 1239 1783272 2 131567 
462b39eb043c4ba4bf5230c41f0e7ff6	Corynebacterium pseudodiphtheriticum	37637 1716 1653 85007 1760 201174 1783272 2 131567 
466ec4d31c5a6a0e9b3a64686b2bc9b8	Corynebacterium kroppenstedtii	161879 1716 1653 85007 1760 201174 1783272 2 131567 
46dc2a9c3dc81c14359b32da31290e30	Prevotella buccae	28126 838 171552 171549 200643 976 68336 1783270 2 131567 
47e2f303383e025dfd1af8008e2f77d8	Providencia rettgeri	587 586 1903414 91347 1236 1224 2 131567 
47e5623c2eab77e8603542cce74fbdaf	Methylorubrum populi	223967 2282523 119045 356 28211 1224 2 131567 
47e5c1f8daa3bd1509daae147050a2a8	Aeromicrobium fastidiosum	52699 2040 85015 85009 1760 201174 1783272 2 131567 
47f2df757af2e31c899fe026dea44e0d	Pedomicrobium ferrugineum	47497 47494 45401 356 28211 1224 2 131567 
4845032472259b5944d6a99e43301e07	Psychrobacter marincola	154109 497 468 2887326 1236 1224 2 131567 
48a5960e0e7083d4059dd6c3eff97ced	Porphyromonas endodontalis	28124 836 171551 171549 200643 976 68336 1783270 2 131567 
491e865739944c1d1c359bb77a6c438e	Prevotella denticola	28129 838 171552 171549 200643 976 68336 1783270 2 131567 
498119bd3605f564deb7b9bc8efcbf7c	Gemella morbillorum	29391 1378 539738 539002 1385 91061 1239 1783272 2 131567 
49964054ab9ae3ffc7ba7c553e6310b7	Prevotella oralis	28134 838 171552 171549 200643 976 68336 1783270 2 131567 
4a00c2024db4ec28be74068a870a469d	Rothia dentocariosa	2047 32207 1268 85006 1760 201174 1783272 2 131567 
4a7fd8294207fcb6e8854e24fb64c07b	Brevundimonas bacteroides	74311 41275 76892 204458 28211 1224 2 131567 
4a85bd21a2d67876f313d29d1e88ae23	Microbacterium phyllosphaerae	124798 33882 85023 85006 1760 201174 1783272 2 131567 
4ac2280084009f82df8b9fa9a52bab9b	Brevibacterium luteolum	199591 1696 85019 85006 1760 201174 1783272 2 131567 
4b001226d585d5b02598e7b799f40d16	Empedobacter falsenii	343874 59734 2762318 200644 117743 976 68336 1783270 2 131567 
4b3a0265b4273cc2c08b40b5b8894338	Veillonella atypica	39777 29465 31977 1843489 909932 1239 1783272 2 131567 
4b787bf9dc83aa0792ea09432b48168e	Massilia tieshanensis	796007 149698 2895353 75682 80840 28216 1224 2 131567 
4bba772f7922d4ecf478df007ac61ce5	Prevotella oulorum	28136 838 171552 171549 200643 976 68336 1783270 2 131567 
4bea92f9e4fabc2896d0a5480c2d5560	Geobacillus stearothermophilus	1422 129337 186817 1385 91061 1239 1783272 2 131567 
4bf2cce185fc4cf626cce3350071eec8	Caldibacillus thermoamylovorans	35841 1276290 186817 1385 91061 1239 1783272 2 131567 
4c34063d1cf57accab5cd52d2c792470	Finegoldia magna	1260 150022 1570339 1737405 1737404 1239 1783272 2 131567 
4c50ee893e2043d3e133bff885a16d95	Psychromonas arctica	168275 67572 267894 135622 1236 1224 2 131567 
4c57430c3c767c81b073073ee58a184a	Tatumella ptyseos	82987 82986 1903409 91347 1236 1224 2 131567 
4c647b24fdc064ff46d4f896f0db577f	Streptococcus cristatus	45634 1301 1300 186826 91061 1239 1783272 2 131567 
4cd9341d45031f050c5f78c9ba14cc11	Corynebacterium confusum	71254 1716 1653 85007 1760 201174 1783272 2 131567 
4d0516f0013314e404007b438d5e2c5a	Staphylococcus epidermidis	1282 1279 90964 1385 91061 1239 1783272 2 131567 
4d0f7940e578f8e88a0bd8aef3494a6d	Clostridium intestinale	36845 1485 31979 186802 186801 1239 1783272 2 131567 
4e78a7048e1b247f299ba2465967ca9e	Serratia marcescens	615 613 1903411 91347 1236 1224 2 131567 
4f9dd143aa6968768889035e56932fc4	Streptococcus gordonii	1302 1301 1300 186826 91061 1239 1783272 2 131567 
5064f3c415af53d083254c6ab104b0a6	Staphylococcus pettenkoferi	170573 1279 90964 1385 91061 1239 1783272 2 131567 
514c0b74a2d5a6f610da1f3f0207a66d	Micrococcus luteus	1270 1269 1268 85006 1760 201174 1783272 2 131567 
516b7adbc30550cf62eb56d7f34ce88a	Leptotrichia wadei	157687 32067 1129771 203491 203490 32066 2 131567 
51f461eccf44b56a23d078a166ed43b6	Rhodanobacter fulvus	219571 75309 1775411 135614 1236 1224 2 131567 
52242e5e65cc1c0667e4e9edb73b7a22	Pseudoclavibacter helvolus	255205 255204 85023 85006 1760 201174 1783272 2 131567 
529df41e323ca01851cca02cc11e2409	Haemophilus sputorum	1078480 724 712 135625 1236 1224 2 131567 
52da15fe641d0007b5b4ddb3809f3904	Actinomyces gerencseriae	52769 1654 2049 2037 1760 201174 1783272 2 131567 
53161ad8a56aafa94975c5ab8b1d3f80	Microbacterium lacus	415217 33882 85023 85006 1760 201174 1783272 2 131567 
537fb31ba5151fb5fdb960fe6aef8489	Pseudoramibacter alactolyticus	113287 113286 186806 186802 186801 1239 1783272 2 131567 
539ffa4d36a5d12cd537bdb86116493a	Eikenella corrodens	539 538 481 206351 28216 1224 2 131567 
53ccb5271250660fafa5d6c3a91728e9	Gallibacterium anatis	750 155493 712 135625 1236 1224 2 131567 
547a98d4813ad29c1a3d9ad5050ed55a	Dietzia cinnamea	321318 37914 85029 85007 1760 201174 1783272 2 131567 
548445eac2638454ae991a345c1e53a0	Microlunatus antarcticus	53388 29404 31957 85009 1760 201174 1783272 2 131567 
54ab952bb91fd4917e028427b53f3032	Abiotrophia defectiva	46125 46123 186827 186826 91061 1239 1783272 2 131567 
550e4e73288a95e47254816653d27f86	Actinomyces naeslundii	1655 1654 2049 2037 1760 201174 1783272 2 131567 
552c43a1dd066808b90565e3b2cdf2da	Treponema denticola	158 157 2845253 136 203692 203691 2 131567 
5537e5f01e2eab34cb9b8dba44dcb864	Luteibacter yeojuensis	345309 242605 1775411 135614 1236 1224 2 131567 
5581b687341876a70fb20bd9428e4389	Jeotgalicoccus huakuii	589010 227979 90964 1385 91061 1239 1783272 2 131567 
558ec287e028487f03d4ff3574f3b435	Serratia proteamaculans	28151 613 1903411 91347 1236 1224 2 131567 
559385ea69f83c6e0afc70211f924da9	[Eubacterium] infirmum	56774 543314 538999 186802 186801 1239 1783272 2 131567 
55aa12cdcb31461d69b18c1c1f5cd5b9	Treponema socranskii	53419 157 2845253 136 203692 203691 2 131567 
55e69cf7e840791f3ef78b92f6bd47e4	Clostridium perfringens	1502 1485 31979 186802 186801 1239 1783272 2 131567 
565b58ca9a4bda7c0d1d4ccef39aa0f9	Prevotella salivae	228604 838 171552 171549 200643 976 68336 1783270 2 131567 
565c1b1276c250f0f98d38a6edaf2e63	Microvirga subterranea	186651 186650 119045 356 28211 1224 2 131567 
56a2be2c00f6ff912fc946f7d4bde4a3	Leptotrichia buccalis	40542 32067 1129771 203491 203490 32066 2 131567 
56d84e315e9cbba338fb6c53911af96e	Selenomonas artemidis	671224 970 1843491 909929 909932 1239 1783272 2 131567 
5750b85f98dac696b05abf02a8f2c2ec	Selenomonas noxia	135083 970 1843491 909929 909932 1239 1783272 2 131567 
57caa95afd3a2251811c15321cd4fdb2	Haemophilus influenzae	727 724 712 135625 1236 1224 2 131567 
58458af1aef010c3283f668f23447f9b	Rothia koreensis	592378 32207 1268 85006 1760 201174 1783272 2 131567 
584b08ebd1d092a19a0e03acbba5a404	Limosilactobacillus fermentum	1613 2742598 33958 186826 91061 1239 1783272 2 131567 
59327405495fc396b5488687ca3e0b4c	Staphylococcus lugdunensis	28035 1279 90964 1385 91061 1239 1783272 2 131567 
5945bfc21a1e051bae1f5cf1f2471e03	Prevotella veroralis	28137 838 171552 171549 200643 976 68336 1783270 2 131567 
5961bd56f56d6d2ab0e85e577f362c87	Acidovorax temperans	80878 12916 80864 80840 28216 1224 2 131567 
5a9704428f337ddf90ddacc40d72000b	Alcaligenes faecalis	511 507 506 80840 28216 1224 2 131567 
5aa0223b2d3bb4e527af4a28976a36e7	Lactiplantibacillus plantarum	1590 2767842 33958 186826 91061 1239 1783272 2 131567 
5ab2a8947df6a536cb49fa327d6f80dd	Comamonas testosteroni	285 283 80864 80840 28216 1224 2 131567 
5ac199cab13bf0c2a927acb58b8bd7d5	Sphingomonas phyllosphaerae	257003 13687 41297 204457 28211 1224 2 131567 
5ae1a1c0b05f6fa4a7b10aa90d2082a5	Corynebacterium lipophiloflavum	161889 1716 1653 85007 1760 201174 1783272 2 131567 
5b3692b7cc144f9733b54334df272318	Capnocytophaga gingivalis	1017 1016 49546 200644 117743 976 68336 1783270 2 131567 
5bed931984e71192eb88d08684fc8738	Streptococcus mitis	28037 1301 1300 186826 91061 1239 1783272 2 131567 
5c545d67eddb2f35669e67fd34c71fbd	Granulicatella elegans	137732 117563 186828 186826 91061 1239 1783272 2 131567 
5c948833801dac51c7873b1c315ee71b	Dokdonella koreensis	323415 323413 1775411 135614 1236 1224 2 131567 
5ce97cccee3fdb7265de1e08138dd6de	Methylobacterium marchantiae	600331 407 119045 356 28211 1224 2 131567 
5df8ee604fb0833bcc4aabd0d74e4db9	Arthrobacter agilis	37921 1663 1268 85006 1760 201174 1783272 2 131567 
5ec412fa3f55dced5197f168c03e87ee	Porphyromonas gulae	111105 836 171551 171549 200643 976 68336 1783270 2 131567 
5ee6eab7638a9a459f73cc38ecd96c59	Streptococcus pneumoniae	1313 1301 1300 186826 91061 1239 1783272 2 131567 
5f017f644053719897c20f26767578c6	Fusobacterium nucleatum	851 848 203492 203491 203490 32066 2 131567 
5f04f03c2c674808fbe9e53170adab21	Eikenella corrodens	539 538 481 206351 28216 1224 2 131567 
