query_id	dada2_species	dada2_lineage
536006dbdaf07e9fc2989c0ebbe6f615	Peptostreptococcus anaerobius	1261 1257 186804 186802 186801 1239 1783272 2 131567 
55ce1006a69e5e465db7e6b89c54cc61	Streptococcus parasanguinis	1318 1301 1300 186826 91061 1239 1783272 2 131567 
55f7a97107d291755cd3680d6c0458f3	Streptococcus parasanguinis	1318 1301 1300 186826 91061 1239 1783272 2 131567 
5707e3e3cc821d050b074931e2a9737f	Porphyromonas endodontalis	28124 836 171551 171549 200643 976 68336 1783270 2 131567 
5b81d4aefb0225f2226f0c267006cee8	Veillonella atypica	39777 29465 31977 1843489 909932 1239 1783272 2 131567 
5b99c76ee0726097037c94117fd8c944	Clostridium perfringens	1502 1485 31979 186802 186801 1239 1783272 2 131567 
5d8396eb888d79c7e295b3f413a1fc90	Veillonella atypica	39777 29465 31977 1843489 909932 1239 1783272 2 131567 
5da80130b3991762b87d68e64286aef8	Streptococcus vestibularis	1343 1301 1300 186826 91061 1239 1783272 2 131567 
5eead9987c08e9713c428bf6d8b79a31	Prevotella buccalis	28127 838 171552 171549 200643 976 68336 1783270 2 131567 
5f8f529cb470963d22d242429dd67a47	Peptoniphilus grossensis	1465756 162289 1570339 1737405 1737404 1239 1783272 2 131567 
5f9f6c615c3f590173474a7a32798a84	Lautropia mirabilis	47671 47670 119060 80840 28216 1224 2 131567 
5fff789e858574213843315ee7bb734b	Streptococcus constellatus	76860 671232 1301 1300 186826 91061 1239 1783272 2 131567 
6137ae1176711b83015e0636c17ef2ed	Dialister pneumosintes	39950 39948 31977 1843489 909932 1239 1783272 2 131567 
613b8471d51b7930b2ff18fa0e3f6d35	Clostridium butyricum	1492 1485 31979 186802 186801 1239 1783272 2 131567 
614b87225111e8b226a90ef81dc84da0	Escherichia coli	562 561 543 91347 1236 1224 2 131567 
62a79ceee151affc74f66bf5e7cfd5e9	Bacteroides thetaiotaomicron	818 816 815 171549 200643 976 68336 1783270 2 131567 
64a52cb27890310cbf70ab9fe66a7bf8	Coprobacter fastidiosus	1099853 1348911 2005519 171549 200643 976 68336 1783270 2 131567 
65461f20b02dbce9a291e7d02a7ff8d9	Bacteroides caccae	47678 816 815 171549 200643 976 68336 1783270 2 131567 
66aa6dead80de931d5ed2a462e547669	Ligilactobacillus ruminis	1623 2767887 33958 186826 91061 1239 1783272 2 131567 
66d159eedcd260e510a4abf91f91e1d7	Adlercreutzia equolifaciens	446660 447020 1643826 1643822 84998 201174 1783272 2 131567 
67958383ecac5e4ac70d1cd3cf02f66b	Streptococcus salivarius	1304 1301 1300 186826 91061 1239 1783272 2 131567 
69d26ec0fe68b1969236b7dc7eecda56	[Clostridium] scindens	29347 1506553 186803 186802 186801 1239 1783272 2 131567 
6c011d9724b99938239d6d562028de60	Pyramidobacter piscolens	638849 638847 649777 649776 649775 508458 2 131567 
6c8715ec01e69142dbc87935dca20560	Collinsella intestinalis	147207 102106 84107 84999 84998 201174 1783272 2 131567 
6f8500e3ade7de9dcd6adb9781f5ef7c	Enterococcus gallinarum	1353 1350 81852 186826 91061 1239 1783272 2 131567 
6fcffc17bb28aea9997929c327564a1b	Megasphaera massiliensis	1232428 906 31977 1843489 909932 1239 1783272 2 131567 
6ff1b08a21921956d2c64525a581b799	Veillonella parvula	29466 29465 31977 1843489 909932 1239 1783272 2 131567 
7036417fcf78a35b4616965285808862	Lancefieldella parvula	1382 2767353 1643824 84999 84998 201174 1783272 2 131567 
706117acd0c04aeceee109e8e1112859	Ligilactobacillus salivarius	1624 2767887 33958 186826 91061 1239 1783272 2 131567 
7253001b724f739115cc9652ebfef021	Hungatella hathewayi	154046 1649459 31979 186802 186801 1239 1783272 2 131567 
778797566705f4413c1bfdf65412b280	Gemella morbillorum	29391 1378 539738 539002 1385 91061 1239 1783272 2 131567 
7bea8952e8831bb7ac89ba3aa292476e	Streptococcus mitis	28037 1301 1300 186826 91061 1239 1783272 2 131567 
7cecbb774cbc35fa5ec1b1a1519b9f86	Flavonifractor plautii	292800 946234 216572 186802 186801 1239 1783272 2 131567 
7e090eb8fe20150f58c59a6c8e9dc45b	Escherichia coli	562 561 543 91347 1236 1224 2 131567 
7f93f7a1345314cd97ad0eb3b0da2c58	Streptococcus parasanguinis	1318 1301 1300 186826 91061 1239 1783272 2 131567 
80713d0976ae418130e89bba3414dbcd	Escherichia coli	562 561 543 91347 1236 1224 2 131567 
80bd84686d90764cc2803d50442f4885	Megasphaera cerevisiae	39029 906 31977 1843489 909932 1239 1783272 2 131567 
8106895abd1fa2440c14602055e1fed1	Citrobacter amalonaticus	35703 544 543 91347 1236 1224 2 131567 
8119969f23773097c8b076797ea2cd7d	Limosilactobacillus reuteri	1598 2742598 33958 186826 91061 1239 1783272 2 131567 
82bb1453bd8cad595cb19ae76362d21c	Dysgonomonas termitidis	1516126 156973 2005520 171549 200643 976 68336 1783270 2 131567 
8647c00b97373c74c141b912bcc0ef19	Streptococcus vestibularis	1343 1301 1300 186826 91061 1239 1783272 2 131567 
8725d1b6ec3799cb095dac9c62a8b0ed	Veillonella parvula	29466 29465 31977 1843489 909932 1239 1783272 2 131567 
8734717be84cb40d7f1270bbc49f6411	Enterococcus faecium	1352 1350 81852 186826 91061 1239 1783272 2 131567 
8795a93d156cec78e5462bc3d78c699f	Clostridium disporicum	84024 1485 31979 186802 186801 1239 1783272 2 131567 
8b0f307650e37909ed9df2bdcaf0cf06	Klebsiella oxytoca	571 570 2890311 543 91347 1236 1224 2 131567 
8b2c5e20ffdac417ad03c3deecb6864a	Escherichia coli	562 561 543 91347 1236 1224 2 131567 
8bb8db808f54f9472e5f49eedafb041c	Prevotella corporis	28128 838 171552 171549 200643 976 68336 1783270 2 131567 
909d7df0098b9edecc0926df49901a4f	Lactobacillus gasseri	1596 1578 33958 186826 91061 1239 1783272 2 131567 
90c5eff656669049e7b0b5f2f7fe7cca	Ligilactobacillus salivarius	1624 2767887 33958 186826 91061 1239 1783272 2 131567 
938142fd392f5f1cfc246c20b66f02d3	Streptococcus salivarius	1304 1301 1300 186826 91061 1239 1783272 2 131567 
986c184c64268601b67a0ad145d3d9d7	Dialister micraerophilus	309120 39948 31977 1843489 909932 1239 1783272 2 131567 
9afb35e261d544d4dba289782c120c64	Prevotella bivia	28125 838 171552 171549 200643 976 68336 1783270 2 131567 
9b0952f158a6a2b0d6a8f735cb3d995d	Lactobacillus iners	147802 1578 33958 186826 91061 1239 1783272 2 131567 
9beb910bb53bf51465911dbab4357150	Slackia piriformis	626934 84108 1643826 1643822 84998 201174 1783272 2 131567 
9cb88efdeb11cb28082c6a0a99b89f92	Ligilactobacillus salivarius	1624 2767887 33958 186826 91061 1239 1783272 2 131567 
a00d375ec8b2ca1096f1cb1dcf31e72e	Klebsiella pneumoniae	573 570 2890311 543 91347 1236 1224 2 131567 
a27390a45f008447c2465271cb692f22	Streptococcus anginosus	1328 671232 1301 1300 186826 91061 1239 1783272 2 131567 
a2b6d329b9d11c12254aa8e5f5dcf59a	Streptococcus parasanguinis	1318 1301 1300 186826 91061 1239 1783272 2 131567 
a31115552af9c95201830db7ec7abcd9	Escherichia coli	562 561 543 91347 1236 1224 2 131567 
a338eb90ab2e467015662fb6ef97c8aa	Streptococcus australis	113107 1301 1300 186826 91061 1239 1783272 2 131567 
a5e87867c28e55d0ba1cdc57d09c59aa	Dialister pneumosintes	39950 39948 31977 1843489 909932 1239 1783272 2 131567 
a742a86236685da9f63e1de13e76d255	Veillonella parvula	29466 29465 31977 1843489 909932 1239 1783272 2 131567 
a7538d64d0716d63da80809d9650ec14	Campylobacter ureolyticus	827 194 72294 213849 29547 68525 1224 2 131567 
a9871277bde31bc7acac319397b47253	Latilactobacillus sakei	1599 2767885 33958 186826 91061 1239 1783272 2 131567 
aa117c9828abc43fd141692f40c1c58c	Schaalia turicensis	131111 2529408 2049 2037 1760 201174 1783272 2 131567 
aa31692ad00fb03560d3a8187d8c6ce5	Escherichia coli	562 561 543 91347 1236 1224 2 131567 
ab29c13a9e1cd5e732db7df9ed936beb	Bacteroides stercoris	46506 816 815 171549 200643 976 68336 1783270 2 131567 
ac93cf994ef8a71acb4206af85abb5d0	Porphyromonas somerae	322095 836 171551 171549 200643 976 68336 1783270 2 131567 
acd13b5147fe8f6209d463ea74f3eec6	Streptococcus gordonii	1302 1301 1300 186826 91061 1239 1783272 2 131567 
aeca28e891d2adc2a58242a8e91ef13c	Limosilactobacillus reuteri	1598 2742598 33958 186826 91061 1239 1783272 2 131567 
af2302f59dfe08a37aea1b6cfb182bbc	Streptococcus cristatus	45634 1301 1300 186826 91061 1239 1783272 2 131567 
b128d96174e75cf265e305f87a49c298	Dialister invisus	218538 39948 31977 1843489 909932 1239 1783272 2 131567 
b1fd11c0dd58732cf4d776fefb766620	Streptococcus parasanguinis	1318 1301 1300 186826 91061 1239 1783272 2 131567 
b2812121a19c84a686134573a0d84dc3	Escherichia coli	562 561 543 91347 1236 1224 2 131567 
b35b24b3ada1955676fb3286e4ac8406	Veillonella parvula	29466 29465 31977 1843489 909932 1239 1783272 2 131567 
b3b63b4e31e8df907c3102d5f66a4cf1	Lactococcus lactis	1358 1357 1300 186826 91061 1239 1783272 2 131567 
b6894ba78ce94c95b4463d37b8492f7d	Bacteroides faecichinchillae	871325 816 815 171549 200643 976 68336 1783270 2 131567 
b9b58ea410fcf3c7cacd099e3d2b7b4a	Streptococcus parasanguinis	1318 1301 1300 186826 91061 1239 1783272 2 131567 
ba0b838bdbb0e61b2f7085a19a9a29c2	Bacteroides fragilis	817 816 815 171549 200643 976 68336 1783270 2 131567 
ba1991b0a9799ee865bcff1ddf0c6e10	Fusobacterium nucleatum	851 848 203492 203491 203490 32066 2 131567 
beb8b9da10c14d77f09dc17b9d0d7cc8	Prevotella disiens	28130 838 171552 171549 200643 976 68336 1783270 2 131567 
bf8fef31a36755b2d9bc4be343e0cc39	Slackia isoflavoniconvertens	572010 84108 1643826 1643822 84998 201174 1783272 2 131567 
c0d5e9fe068e58d506f9859d2057de69	Bacteroides fragilis	817 816 815 171549 200643 976 68336 1783270 2 131567 
c11c72902208d5cc7c4539dfb5e6c377	Fructilactobacillus sanfranciscensis	1625 2767881 33958 186826 91061 1239 1783272 2 131567 
c2e44bb666bf5be0ba0e3b75a402ce08	Streptococcus anginosus	1328 671232 1301 1300 186826 91061 1239 1783272 2 131567 
c47f1242bf2cc5f88f389f1e8f6c920f	Streptococcus parasanguinis	1318 1301 1300 186826 91061 1239 1783272 2 131567 
c480b77a8d98d69ae4089d0404660adc	Prevotella bivia	28125 838 171552 171549 200643 976 68336 1783270 2 131567 
c53cfc5e0fb8fc893f479757b6105fed	Bacteroides stercoris	46506 816 815 171549 200643 976 68336 1783270 2 131567 
c583691d16154c22f1e985ff3d44f05c	Lactobacillus gasseri	1596 1578 33958 186826 91061 1239 1783272 2 131567 
c9d4d59999c5a17a5b2a0391fa895433	Alistipes massiliensis	265312 239759 171550 171549 200643 976 68336 1783270 2 131567 
cb314ff975900ae962eeb3665b2ddb61	Veillonella parvula	29466 29465 31977 1843489 909932 1239 1783272 2 131567 
ccc8dbd0f13390c42df14c7bd12dae44	Bacteroides salyersiae	291644 816 815 171549 200643 976 68336 1783270 2 131567 
ccd0f62b581bb80f34f5b234a5094462	Roseburia hominis	301301 841 186803 186802 186801 1239 1783272 2 131567 
d11a2c2a4aa0a426fad2c90955026737	Campylobacter gracilis	824 194 72294 213849 29547 68525 1224 2 131567 
d4b467691ead8abb5c70e131d7de607e	Leuconostoc mesenteroides	1245 1243 33958 186826 91061 1239 1783272 2 131567 
d56c10118468fcb6e5d45c4c26daa38f	Ligilactobacillus ruminis	1623 2767887 33958 186826 91061 1239 1783272 2 131567 
d5c278fd7a5b6a196b549665c235507e	Fusobacterium periodonticum	860 848 203492 203491 203490 32066 2 131567 
db6c0f84980fb8fc9db795046d300227	Streptococcus mitis	28037 1301 1300 186826 91061 1239 1783272 2 131567 
dbd9decdce1cb04d46a87bc7f0b9aef0	Limosilactobacillus vaginalis	1633 2742598 33958 186826 91061 1239 1783272 2 131567 
dc8277d33cc61cb907053862ef336911	Sneathia sanguinegens	40543 168808 1129771 203491 203490 32066 2 131567 
dd9d5fc2e936d11590664907d3627aef	Acidipropionibacterium acidipropionici	1748 1912215 31957 85009 1760 201174 1783272 2 131567 
ddb5a5d5e97f084b962335eae209dcdb	Veillonella dispar	39778 29465 31977 1843489 909932 1239 1783272 2 131567 
e19193440ce7235af2cd69171c9dddce	Porphyromonas asaccharolytica	28123 836 171551 171549 200643 976 68336 1783270 2 131567 
e3eb57c7dfcf62c202c1f50d3440b422	Veillonella parvula	29466 29465 31977 1843489 909932 1239 1783272 2 131567 
e928278af1f570df34b85342a0a7fe4e	Streptococcus anginosus	1328 671232 1301 1300 186826 91061 1239 1783272 2 131567 
eb9b1d2c70360f5eb9cfb4cb88126338	Streptococcus vestibularis	1343 1301 1300 186826 91061 1239 1783272 2 131567 
ec2972b921264202b93c9d935ccd8864	Propionibacterium freudenreichii	1744 1743 31957 85009 1760 201174 1783272 2 131567 
ed143929179f9fb664183f4d6361e850	Dialister propionicifaciens	308994 39948 31977 1843489 909932 1239 1783272 2 131567 
eebe17d3bf70ec561edca514e4373163	Collinsella tanakaei	626935 102106 84107 84999 84998 201174 1783272 2 131567 
f0edddc63f1d6d384cc19c4fe059cc79	Parvimonas micra	33033 543311 1570339 1737405 1737404 1239 1783272 2 131567 
f2422aa855f6dcc52634b9292992f7ea	Desulfovibrio desulfuricans	876 872 194924 213115 28221 68525 1224 2 131567 
f338255e34dac30aa8f749bfd7f5e469	Streptococcus parasanguinis	1318 1301 1300 186826 91061 1239 1783272 2 131567 
f58dfef3674779a086bdd7316e371d0b	Escherichia coli	562 561 543 91347 1236 1224 2 131567 
f63714b70b077cf64ffa03965f125dde	Pyramidobacter piscolens	638849 638847 649777 649776 649775 508458 2 131567 
f67baf8104ce212c3206ccedad997572	Pediococcus acidilactici	1254 1670797 1253 33958 186826 91061 1239 1783272 2 131567 
f6cb0a7c789b692456843ac2d259470f	Veillonella dispar	39778 29465 31977 1843489 909932 1239 1783272 2 131567 
f7ec7358c2a6242afedfaf9b2e0a99b8	Escherichia coli	562 561 543 91347 1236 1224 2 131567 
fa3f9e13f70f4e6d773e1c9bf4272077	Eggerthella sinensis	242230 84111 1643826 1643822 84998 201174 1783272 2 131567 
ff7c08745f25b8985c530fd0264e3623	Campylobacter ureolyticus	827 194 72294 213849 29547 68525 1224 2 131567 
ffb3318bac39456fc3debf213ffcdca1	Fannyhessea vaginae	82135 2767327 2049 2037 1760 201174 1783272 2 131567 
ffd37c0f1e84068de68e28a7e9e6148d	Streptococcus anginosus	1328 671232 1301 1300 186826 91061 1239 1783272 2 131567 
001a503745393e9b128d2079e37e700b	Vogesella perlucida	450366 57739 1499392 206351 28216 1224 2 131567 
008da498f4a8929e2c5117680a6f8575	Noviherbaspirillum suwonense	1224511 1344552 75682 80840 28216 1224 2 131567 
008e26db094814fc3a56e10a622a52d8	Corynebacterium minutissimum	38301 1716 1653 85007 1760 201174 1783272 2 131567 
01ad5b2019b27c29f54980f8771e5e45	Selenomonas sputigena	69823 970 1843491 909929 909932 1239 1783272 2 131567 
01d2177c09521f89dba80a21810d0fdc	Anaerococcus hydrogenalis	33029 165779 1570339 1737405 1737404 1239 1783272 2 131567 
01fa2d045dcd509b3e309a2fa84a1741	Streptococcus parasanguinis	1318 1301 1300 186826 91061 1239 1783272 2 131567 
01fe71c70a5ae82dbabd619ef97e9447	Lactobacillus delbrueckii	1584 1578 33958 186826 91061 1239 1783272 2 131567 
0276609d3cab67f91e9efb92a4e7b4f9	Granulicatella adiacens	46124 117563 186828 186826 91061 1239 1783272 2 131567 
02843018af840a885cb28ebd1f4d68b1	Limosilactobacillus vaginalis	1633 2742598 33958 186826 91061 1239 1783272 2 131567 
02cb30d71fab18c6149167f715824732	Fusobacterium nucleatum	851 848 203492 203491 203490 32066 2 131567 
03adbc95cbf81038e3a4ea7ba819ccb9	Campylobacter concisus	199 194 72294 213849 29547 68525 1224 2 131567 
040985ce2ac61672440d639b65bf25a1	Rothia nasimurium	85336 32207 1268 85006 1760 201174 1783272 2 131567 
040beede0bbc30fd6cdd5209a49010bc	Prevotella dentalis	52227 838 171552 171549 200643 976 68336 1783270 2 131567 
0429f0843c95ad35c9d66b3c4cd1ef5c	Paracoccus yeei	147645 265 31989 204455 28211 1224 2 131567 
047d6f5abce412311cabca28ac284821	Empedobacter falsenii	343874 59734 2762318 200644 117743 976 68336 1783270 2 131567 
04aa36005976265e15c029496eb7833b	Stenotrophomonas maltophilia	40324 995085 40323 32033 135614 1236 1224 2 131567 
04fe9c174640e3debb0f6c66e2bd3428	Lactococcus lactis	1358 1357 1300 186826 91061 1239 1783272 2 131567 
05252c0947fbbc4e70ccca4f9508fb32	Streptococcus pneumoniae	1313 1301 1300 186826 91061 1239 1783272 2 131567 
0564d6d4ea8ecaf595921bb0dcc0399e	Anaerococcus octavius	54007 165779 1570339 1737405 1737404 1239 1783272 2 131567 
059ff60837f2b684161151c41545996a	Streptococcus intermedius	1338 671232 1301 1300 186826 91061 1239 1783272 2 131567 
05f6b0d33a64349c9367f0e4077de26d	Phyllobacterium myrsinacearum	28101 28100 69277 356 28211 1224 2 131567 
065d903de003053604a7a15c9fbad373	Stenotrophomonas maltophilia	40324 995085 40323 32033 135614 1236 1224 2 131567 
0689d517981c011f3a903b1d16e08014	Moraxella lincolnii	90241 475 468 2887326 1236 1224 2 131567 
06ece55c160bda5bfd91dc2a69f5510b	Corynebacterium variabile	1727 1716 1653 85007 1760 201174 1783272 2 131567 
077b6220abb2856ec4c778e198717496	Rothia aeria	172042 32207 1268 85006 1760 201174 1783272 2 131567 
0788d05d76a60d78de4a0b32a9303e93	Limosilactobacillus fermentum	1613 2742598 33958 186826 91061 1239 1783272 2 131567 
0809b64208c1ecc590f4812fb6d898b5	Corynebacterium mastitidis	161890 1716 1653 85007 1760 201174 1783272 2 131567 
0850a8556a28366d908e3229f78f36b5	Cutibacterium avidum	33010 1912216 31957 85009 1760 201174 1783272 2 131567 
097efe09e0335c65b25715062e664b45	Chryseobacterium takakiae	1302685 59732 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
0a32df4f2c9458cf0795873265532ef2	Catonella morbi	43997 43996 186803 186802 186801 1239 1783272 2 131567 
0aa632223299cc718b001f97bd9e253c	Selenomonas dianae	135079 970 1843491 909929 909932 1239 1783272 2 131567 
0aeff77f468489cfa859f0c7daaa0795	Dermacoccus nishinomiyaensis	1274 57495 145357 85006 1760 201174 1783272 2 131567 
0b7c64c893d6c5e9ee8e41e21ae9e74c	Staphylococcus aureus	1280 1279 90964 1385 91061 1239 1783272 2 131567 
0bb2ae922dd749293f0b3cd194738b5c	Leptotrichia wadei	157687 32067 1129771 203491 203490 32066 2 131567 
0beb4dbef0695020950bbb0078205926	Bulleidia extructa	118748 118747 128827 526525 526524 1239 1783272 2 131567 
0c3342f3ec527224607b02ee226193c6	Kingella denitrificans	502 32257 481 206351 28216 1224 2 131567 
0cb626dba95b4836fa2e9b49ddc84a33	Endobacter medicaginis	1181271 1649268 433 204441 28211 1224 2 131567 
0d055586267895d7116907f8372c8d38	Selenomonas sputigena	69823 970 1843491 909929 909932 1239 1783272 2 131567 
0d3ada8563118bf89a1fdc42d7360447	Corynebacterium urealyticum	43771 1716 1653 85007 1760 201174 1783272 2 131567 
0d3cc29c827251a543137ec0b8cda263	Prevotella oulorum	28136 838 171552 171549 200643 976 68336 1783270 2 131567 
0d4705f0ffef2e242fcdc4ef278801a0	Rothia dentocariosa	2047 32207 1268 85006 1760 201174 1783272 2 131567 
0d55a074ee0ead30438fe733de24189b	Pseudomonas lutea	243924 286 135621 72274 1236 1224 2 131567 
0d90757e65f618cdf659760ec068a724	Gemella morbillorum	29391 1378 539738 539002 1385 91061 1239 1783272 2 131567 
0da0ece9f93f6bf893099656d8c898ec	Fusobacterium nucleatum	851 848 203492 203491 203490 32066 2 131567 
0da9914519e0358c32f4f39ff8524a22	Kocuria rhizophila	72000 57493 1268 85006 1760 201174 1783272 2 131567 
0dd1e597bd3c74f5a17c97a54f09ed51	Paraclostridium bifermentans	1490 1849822 31979 186802 186801 1239 1783272 2 131567 
0de07397369854005632e3d30e1e46f2	Janibacter hoylei	364298 53457 85021 85006 1760 201174 1783272 2 131567 
0df88047cfc0ac59a38ab4d42d4817a5	Arcticibacter svalbardensis	1288027 1288026 84566 200666 117747 976 68336 1783270 2 131567 
0e5704ae1c2c5a7d7efaf48b96dc9923	Haematobacter massiliensis	195105 366614 31989 204455 28211 1224 2 131567 
0e8ac938792152db2bc547b998b3f2aa	Streptococcus gordonii	1302 1301 1300 186826 91061 1239 1783272 2 131567 
0ec92b061c3e2e86314cbf3720b3f7cb	Streptococcus gordonii	1302 1301 1300 186826 91061 1239 1783272 2 131567 
0f047b81787966b834e82d628a7ec84c	Alloprevotella tannerae	76122 1283313 171552 171549 200643 976 68336 1783270 2 131567 
0f3c72ddc8be3de9ca18e38f500ad5de	Streptococcus cristatus	45634 1301 1300 186826 91061 1239 1783272 2 131567 
0fb7643e5170e41955d1be2ddd2d1d51	Oligella urethralis	90245 90243 506 80840 28216 1224 2 131567 
0fea71311392f1732bc362c38d663217	Pseudoleptotrichia goodfellowii	157692 2755140 1129771 203491 203490 32066 2 131567 
1050c41ac56eb233705e83570b84a925	Modestobacter versicolor	429133 88138 85030 1643682 1760 201174 1783272 2 131567 
1124e8691277e12e45dacf15e2397784	Nocardioides conyzicola	1651781 1839 85015 85009 1760 201174 1783272 2 131567 
113d81cff0408efb9f242bdd1cb163bf	Streptococcus cristatus	45634 1301 1300 186826 91061 1239 1783272 2 131567 
1142e3b8e4286af4ce49e25e2a1bea87	Porphyromonas catoniae	41976 836 171551 171549 200643 976 68336 1783270 2 131567 
1164232ed8bcf7def179b4a69c278500	Methyloversatilis thermotolerans	1346290 378210 2008793 32003 28216 1224 2 131567 
117658687ff8934ea9ff86604320acc6	Exiguobacterium indicum	296995 33986 539742 539002 1385 91061 1239 1783272 2 131567 
117d858fc7a8649c4f6ecd9f4aa008c7	Arthrobacter agilis	37921 1663 1268 85006 1760 201174 1783272 2 131567 
118a1106f8f190d9f4d4961aaa0d7402	Abiotrophia defectiva	46125 46123 186827 186826 91061 1239 1783272 2 131567 
119066a7861c9b69a5a965e9b9c0e349	Leptotrichia shahii	157691 32067 1129771 203491 203490 32066 2 131567 
11c39803efe8bee3101f2d9b72db9cb5	Corynebacterium massiliense	441501 1716 1653 85007 1760 201174 1783272 2 131567 
11d9f0249c917b210b0223e78ad8e59a	Corynebacterium durum	61592 1716 1653 85007 1760 201174 1783272 2 131567 
123fff31ff578b1a4f7230aaeaeaff8b	Streptococcus dysgalactiae	1334 119603 1301 1300 186826 91061 1239 1783272 2 131567 
12416dccaae5032e5318390ef672b4fd	Methylobacterium mesophilicum	39956 407 119045 356 28211 1224 2 131567 
128bd7d46782044c84ae301ca085bcbb	Corynebacterium ureicelerivorans	401472 1716 1653 85007 1760 201174 1783272 2 131567 
1291493891c66dfc5f31d4df8a31900e	Fusobacterium nucleatum	851 848 203492 203491 203490 32066 2 131567 
12b49bd25a99ee711e2f1f5c6522d570	Macrococcus equipercicus	69967 69965 90964 1385 91061 1239 1783272 2 131567 
12c20a867c3455d3708bc805e4587f6e	Lachnoanaerobaculum orale	979627 1164882 186803 186802 186801 1239 1783272 2 131567 
12cf46645d3397c89b31a697b613cc61	Brevibacterium ravenspurgense	479117 1696 85019 85006 1760 201174 1783272 2 131567 
132dda7a24656fca71d9cc438aa7a01c	Capnocytophaga gingivalis	1017 1016 49546 200644 117743 976 68336 1783270 2 131567 
1344d9f3ef1af5b2d129571094a0b0b4	Staphylococcus succinus	61015 1279 90964 1385 91061 1239 1783272 2 131567 
134bf3ffbd711c27b6c13a243028ca0d	Leptotrichia buccalis	40542 32067 1129771 203491 203490 32066 2 131567 
13a756e0d4e67c09b9a330607a5ebb45	Capnocytophaga ochracea	1018 1016 49546 200644 117743 976 68336 1783270 2 131567 
13f804603c04b9400a901c6285b2454c	Nocardioides oleivorans	273676 1839 85015 85009 1760 201174 1783272 2 131567 
14508020f9009f0aff9302ed840bf763	Leptotrichia wadei	157687 32067 1129771 203491 203490 32066 2 131567 
14514c69ea260f59f762041bf7effc81	Serratia marcescens	615 613 1903411 91347 1236 1224 2 131567 
145e9d3262a92088a6d2f8234261e663	Streptomyces bohaiensis	1431344 1883 2062 85011 1760 201174 1783272 2 131567 
14ac4bf591ead0c86527b8edcfa34c87	Williamsia limnetica	882452 85043 85025 85007 1760 201174 1783272 2 131567 
15319d8d969ce052081333f4f91d81ee	Tannerella forsythia	28112 195950 2005525 171549 200643 976 68336 1783270 2 131567 
1552c07bc778a4ccd6f5c093cbbd2a28	Selenomonas sputigena	69823 970 1843491 909929 909932 1239 1783272 2 131567 
159730c4a4369d0e472ea98e4aa11a0f	Streptococcus mitis	28037 1301 1300 186826 91061 1239 1783272 2 131567 
15eed36ccb6959cc293db3f86eaf1ba1	Acinetobacter guillouiae	106649 469 468 2887326 1236 1224 2 131567 
161815769b5b58abead5e79da4c3a64a	Streptococcus agalactiae	1311 1301 1300 186826 91061 1239 1783272 2 131567 
166c2ca28dc80248f47289110e22f450	Brevibacterium iodinum	31943 1696 85019 85006 1760 201174 1783272 2 131567 
169c9cc786d171e8823deb2146ddf371	Mycoplasma hominis	2098 2093 2092 2085 31969 544448 1783272 2 131567 
16d06ce65e694c8e3196507eeeecaae3	Streptococcus massiliensis	313439 1301 1300 186826 91061 1239 1783272 2 131567 
171bb6d31f3031eff655c57b975a3e63	Dermabacter hominis	36740 36739 85020 85006 1760 201174 1783272 2 131567 
1730c70e352ad2f9796767af94df51d6	Sphingomonas humi	335630 13687 41297 204457 28211 1224 2 131567 
1793649ca085a1de5039356404e1dad7	Selenomonas sputigena	69823 970 1843491 909929 909932 1239 1783272 2 131567 
17cb1e3fe2f7b4009be0d10c9f835566	Pseudomonas stutzeri	316 578833 136846 286 135621 72274 1236 1224 2 131567 
18480560616a4f1ce01805c6e104c6f2	Mycolicibacterium phlei	1771 1866885 1762 85007 1760 201174 1783272 2 131567 
18705f0051a9fcb540305b638d561a07	Enterococcus cecorum	44008 1350 81852 186826 91061 1239 1783272 2 131567 
18dcdd4ebfdd8f25cff0e8634bc67d51	Paracoccus marinus	288426 265 31989 204455 28211 1224 2 131567 
1917d82840e634ca6e777ff5a76a7a92	Corynebacterium pseudogenitalium	38303 1716 1653 85007 1760 201174 1783272 2 131567 
1b14509b9a7d89b384033d90561b2ff0	Lactobacillus crispatus	47770 1578 33958 186826 91061 1239 1783272 2 131567 
1b2d22d074817e9264bb81e40a7be2a2	Citricoccus zhacaiensis	489142 169133 1268 85006 1760 201174 1783272 2 131567 
1b593292dd669e5784b2bab4de1c5478	Selenomonas sputigena	69823 970 1843491 909929 909932 1239 1783272 2 131567 
1b8b4021e49c08f053924b4002580e69	Acinetobacter ursingii	108980 469 468 2887326 1236 1224 2 131567 
1bc7b3ea31210e086e2a06c9ff97ff26	Pseudoglutamicibacter albus	98671 1742991 1268 85006 1760 201174 1783272 2 131567 
1bded717a7a94fa83630d5019e4a8564	Johnsonella ignava	43995 43994 186803 186802 186801 1239 1783272 2 131567 
1bee9698d34a1ca9c6567ffdc6ad30a2	Pseudomonas reinekei	395598 286 135621 72274 1236 1224 2 131567 
1c5a2561b47be3dd7eda8dfe15bf1501	Streptococcus agalactiae	1311 1301 1300 186826 91061 1239 1783272 2 131567 
1c5a444e0e42fc0df4b92cc3e304fd9f	Staphylococcus aureus	1280 1279 90964 1385 91061 1239 1783272 2 131567 
